Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time,Years_At_Company_Bin,Percent_Salary_Hike_Bin,Years_With_Current_Manager_Bin
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2183,Female,2,Laboratory Technician,Married,48510,8,18,8,0,5,2,1,0,0,3,3,3,3,3,7.097427984,0-1 years,15-20 % Salary Hike,Less than Year
51,No,Travel_Rarely,Research & Development,4,1,Medical,1,2184,Female,3,Manufacturing Director,Single,40280,3,14,8,0,29,3,5,0,3,3,3,4,2,2,7.494571708,2-5 years,10-15 % Salary Hike,2-5 years
18,No,Non-Travel,Research & Development,1,4,Medical,1,2185,Male,2,Sales Executive,Single,27200,1,22,8,1,0,2,0,0,0,3,4,4,4,4,7.905436671,Less than year,20-25 % Salary Hike,Less than Year
35,No,Travel_Rarely,Research & Development,1,4,Other,1,2186,Female,2,Research Director,Married,81200,0,13,8,0,10,2,9,0,0,2,3,4,4,3,7.180452899,5-10 years,10-15 % Salary Hike,Less than Year
27,No,Travel_Frequently,Research & Development,26,4,Medical,1,2187,Female,1,Research Director,Single,46470,3,17,8,0,8,3,6,0,0,4,3,4,4,3,7.35218661,5-10 years,15-20 % Salary Hike,Less than Year
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2188,Male,1,Human Resources,Single,46800,6,14,8,3,24,0,19,3,8,4,3,1,3,2,8.682690901,10+ years,10-15 % Salary Hike,5-10 years
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,2189,Male,2,Laboratory Technician,Married,32210,4,15,8,2,33,2,19,15,9,3,3,4,2,3,10.3802619,10+ years,10-15 % Salary Hike,5-10 years
34,No,Non-Travel,Sales,1,2,Life Sciences,1,2190,Male,2,Research Scientist,Divorced,86210,1,17,8,1,5,1,5,0,0,3,3,1,3,3,6.379191176,2-5 years,15-20 % Salary Hike,Less than Year
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2191,Male,2,Sales Executive,Divorced,45770,5,11,8,1,15,3,12,11,8,2,3,2,3,3,6.479356113,10+ years,10-15 % Salary Hike,5-10 years
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2192,Male,1,Research Scientist,Married,45530,4,18,8,1,10,2,8,7,7,4,3,2,3,3,7.176949193,5-10 years,15-20 % Salary Hike,5-10 years
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,2193,Female,2,Manufacturing Director,Single,53960,7,17,8,1,3,2,1,0,0,1,3,3,4,4,7.673500229,0-1 years,15-20 % Salary Hike,Less than Year
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,2194,Male,1,Manufacturing Director,Married,67960,0,13,8,0,5,2,4,3,2,3,3,4,3,2,9.072801783,2-5 years,10-15 % Salary Hike,2-5 years
38,No,Travel_Frequently,Research & Development,7,3,Medical,1,2195,Female,2,Sales Representative,Divorced,76250,1,15,8,0,4,2,4,0,3,2,3,4,3,3,6.375856481,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,10,4,Other,1,2196,Female,2,Laboratory Technician,Single,74120,1,24,8,0,14,4,14,4,11,3,4,3,4,4,7.90669894,10+ years,20-25 % Salary Hike,10+ years
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2197,Female,2,Healthcare Representative,Married,111590,1,12,8,0,5,2,5,0,4,3,3,3,1,3,6.683007545,2-5 years,10-15 % Salary Hike,2-5 years
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,2198,Male,2,Sales Executive,Married,49600,1,15,8,0,10,3,10,6,7,2,3,4,3,2,10.88627206,5-10 years,10-15 % Salary Hike,5-10 years
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,2199,Female,2,Healthcare Representative,Married,104750,3,11,8,1,8,3,5,1,4,3,3,1,4,4,10.3225467,2-5 years,10-15 % Salary Hike,2-5 years
51,No,Travel_Frequently,Research & Development,20,3,Medical,1,2200,Male,2,Sales Executive,Married,148140,2,11,8,1,14,2,4,3,2,2,3,2,2,3,7.075589709,2-5 years,10-15 % Salary Hike,2-5 years
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2201,Male,4,Sales Executive,Divorced,191410,3,12,8,1,12,2,6,3,3,3,3,4,4,2,10.66936309,5-10 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,2202,Female,1,Healthcare Representative,Married,54050,7,15,8,0,8,3,6,1,3,4,3,3,3,3,10.39074153,5-10 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Frequently,Research & Development,2,3,Medical,1,2203,Female,1,Sales Executive,Married,87930,6,17,8,0,8,2,5,1,2,3,3,2,4,4,7.778146961,2-5 years,15-20 % Salary Hike,2-5 years
32,No,Travel_Rarely,Research & Development,1,4,Medical,1,2204,Male,5,Research Director,Married,191890,0,12,8,1,4,3,3,1,2,3,3,3,2,2,10.39585695,2-5 years,10-15 % Salary Hike,2-5 years
39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,2205,Male,2,Sales Executive,Married,38750,3,15,8,0,13,3,6,0,5,3,3,3,3,3,6.594622175,5-10 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2206,Male,1,Sales Executive,Married,22160,2,13,8,3,6,2,3,1,2,2,3,1,3,2,7.208837844,2-5 years,10-15 % Salary Hike,2-5 years
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,2207,Male,2,Sales Executive,Married,117130,2,14,8,0,24,2,5,0,2,3,3,4,3,2,9.086195857,2-5 years,10-15 % Salary Hike,2-5 years
43,No,Travel_Rarely,Research & Development,2,2,Medical,1,2208,Male,1,Laboratory Technician,Single,78610,1,14,8,2,20,1,20,1,8,3,3,1,3,1,9.686829297,10+ years,10-15 % Salary Hike,5-10 years
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2209,Male,1,Human Resources,Married,37080,1,16,8,2,6,2,6,4,4,3,3,4,4,3,10.31497371,5-10 years,15-20 % Salary Hike,2-5 years
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2210,Female,1,Research Scientist,Single,137700,1,18,8,1,8,3,8,7,7,4,3,4,3,3,10.00466184,5-10 years,15-20 % Salary Hike,5-10 years
26,No,Travel_Rarely,Research & Development,2,2,Other,1,2211,Male,3,Laboratory Technician,Single,53040,0,20,8,1,5,2,4,1,1,3,4,1,4,3,6.323119288,2-5 years,15-20 % Salary Hike,0-1 years
42,No,Travel_Rarely,Sales,23,3,Marketing,1,2212,Female,3,Research Scientist,Married,26420,0,13,8,1,21,3,20,0,9,3,3,3,1,3,6.129594857,10+ years,10-15 % Salary Hike,5-10 years
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,2213,Female,1,Healthcare Representative,Married,27590,9,18,8,1,12,6,5,0,4,3,3,3,1,1,6.506946759,2-5 years,15-20 % Salary Hike,2-5 years
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,2214,Male,2,Manager,Single,68040,4,13,8,1,8,1,3,0,2,3,3,1,3,3,7.468182819,2-5 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Frequently,Research & Development,6,4,Medical,1,2215,Female,2,Research Director,Single,61420,2,15,8,1,10,2,2,2,2,3,3,3,4,3,7.665282466,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,1,4,Medical,1,2216,Male,2,Sales Executive,Married,25000,4,14,8,2,7,2,3,0,2,1,3,1,4,2,7.995907332,2-5 years,10-15 % Salary Hike,2-5 years
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2217,Male,1,Research Scientist,Single,63890,0,22,8,0,8,2,7,0,7,2,4,3,1,3,6.798512803,5-10 years,20-25 % Salary Hike,5-10 years
29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,2218,Male,1,Laboratory Technician,Single,111030,1,12,8,0,10,5,10,0,9,2,3,2,1,2,6.206890838,5-10 years,10-15 % Salary Hike,5-10 years
49,Yes,Travel_Frequently,Sales,6,5,Medical,1,2219,Female,2,Healthcare Representative,Single,23420,3,18,8,0,20,2,4,1,3,3,3,1,1,3,7.049729053,2-5 years,15-20 % Salary Hike,2-5 years
29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,2220,Female,2,Laboratory Technician,Single,68110,0,15,8,1,9,2,8,7,7,3,3,3,4,3,8.612993956,5-10 years,10-15 % Salary Hike,5-10 years
54,No,Travel_Rarely,Sales,1,3,Medical,1,2221,Female,2,Manager,Single,22970,6,18,8,2,29,2,20,12,7,2,3,4,4,2,6.248981481,10+ years,15-20 % Salary Hike,5-10 years
58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,2222,Female,2,Laboratory Technician,Married,24500,3,12,8,1,32,2,9,1,5,3,3,4,1,3,10.56941384,5-10 years,10-15 % Salary Hike,2-5 years
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2223,Female,3,Research Scientist,Divorced,50930,2,16,8,1,31,3,7,0,0,3,3,2,4,4,7.494744681,5-10 years,15-20 % Salary Hike,Less than Year
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,2224,Male,2,Sales Executive,Single,53090,3,13,8,0,15,5,5,0,1,3,3,1,2,3,9.398778229,2-5 years,10-15 % Salary Hike,0-1 years
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,2225,Male,2,Manager,Single,30570,1,19,8,0,1,3,1,0,0,3,3,2,3,3,7.304688233,0-1 years,15-20 % Salary Hike,Less than Year
30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,2226,Male,3,Sales Executive,Divorced,51210,7,13,8,0,8,4,3,0,2,3,3,4,1,3,7.491903249,2-5 years,10-15 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,1,3,Medical,1,2227,Male,1,Laboratory Technician,Single,168560,3,12,8,1,9,3,3,1,0,3,3,1,2,3,7.301046648,2-5 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Frequently,Sales,2,1,Marketing,1,2228,Female,5,Manager,Divorced,26860,5,11,8,0,10,3,4,1,3,4,3,4,1,3,7.592990665,2-5 years,10-15 % Salary Hike,2-5 years
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,2229,Male,1,Research Scientist,Single,61800,1,14,8,1,1,2,1,0,0,1,3,1,2,4,8.002105442,0-1 years,10-15 % Salary Hike,Less than Year
27,No,Travel_Rarely,Human Resources,11,4,Medical,1,2230,Male,4,Sales Executive,Married,66320,0,16,8,0,6,3,5,1,4,3,3,2,1,4,7.18484127,2-5 years,15-20 % Salary Hike,2-5 years
36,No,Travel_Rarely,Sales,1,3,Marketing,1,2231,Male,2,Research Scientist,Single,35050,1,12,8,2,10,2,10,1,8,2,3,1,4,2,6.319475172,5-10 years,10-15 % Salary Hike,5-10 years
36,No,Travel_Rarely,Research & Development,24,3,Other,1,2232,Female,3,Research Director,Married,63970,4,14,8,1,11,3,3,0,2,3,3,3,1,2,7.314436376,2-5 years,10-15 % Salary Hike,2-5 years
47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2233,Female,2,Sales Executive,Married,62740,7,14,8,2,17,0,6,1,2,3,3,1,4,2,7.791398226,5-10 years,10-15 % Salary Hike,2-5 years
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,2234,Male,2,Research Scientist,Married,198590,3,19,8,0,6,3,3,2,2,2,3,1,1,3,7.192815217,2-5 years,15-20 % Salary Hike,2-5 years
37,No,Non-Travel,Sales,8,4,Medical,1,2235,Male,1,Healthcare Representative,Single,75870,0,22,8,1,7,5,6,1,3,3,4,3,3,1,7.562411616,5-10 years,20-25 % Salary Hike,2-5 years
56,No,Travel_Rarely,Research & Development,10,4,Other,1,2236,Male,2,Sales Representative,Married,42580,2,16,8,0,5,2,3,1,0,3,3,1,1,4,6.606830422,2-5 years,15-20 % Salary Hike,Less than Year
47,No,Travel_Rarely,Research & Development,3,2,Medical,1,2237,Male,2,Laboratory Technician,Married,43640,3,11,8,1,26,3,20,5,6,3,3,1,3,4,6.341896552,10+ years,10-15 % Salary Hike,5-10 years
24,No,Travel_Rarely,Research & Development,5,1,Other,1,2238,Male,1,Manufacturing Director,Married,43350,1,15,8,1,5,5,5,0,3,3,3,4,3,3,9.695608412,2-5 years,10-15 % Salary Hike,2-5 years
32,No,Travel_Rarely,Sales,4,3,Marketing,1,2239,Male,1,Research Scientist,Married,53260,4,14,8,1,7,2,4,0,3,3,3,4,4,2,7.510473995,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,9,2,Medical,1,2240,Male,1,Sales Executive,Married,32800,5,13,8,0,7,3,5,0,2,3,3,4,2,2,6.13232396,2-5 years,10-15 % Salary Hike,2-5 years
41,No,Travel_Rarely,Research & Development,26,3,Medical,1,2241,Female,3,Sales Executive,Married,54850,2,17,8,2,7,2,4,0,3,3,3,2,3,2,10.50124361,2-5 years,15-20 % Salary Hike,2-5 years
40,No,Non-Travel,Sales,3,2,Life Sciences,1,2242,Male,1,Sales Executive,Divorced,43420,3,11,8,1,11,6,8,0,7,2,3,3,3,4,6.365344868,5-10 years,10-15 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,16,3,Medical,1,2243,Male,2,Human Resources,Divorced,27820,1,19,8,1,13,5,13,9,9,3,3,1,4,3,6.728463694,10+ years,15-20 % Salary Hike,5-10 years
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,2244,Male,1,Manufacturing Director,Divorced,59800,4,11,8,1,28,2,7,4,3,3,3,1,4,4,6.68452657,5-10 years,10-15 % Salary Hike,2-5 years
39,Yes,Non-Travel,Research & Development,2,4,Medical,1,2245,Male,2,Manufacturing Director,Single,43810,2,15,8,2,11,1,1,0,0,2,3,1,1,4,9.386380887,0-1 years,10-15 % Salary Hike,Less than Year
31,Yes,Travel_Frequently,Sales,2,3,Medical,1,2246,Male,2,Sales Executive,Single,25720,1,13,8,3,10,3,10,4,7,3,3,3,2,3,6.794415866,5-10 years,10-15 % Salary Hike,5-10 years
45,No,Travel_Rarely,Sales,10,2,Marketing,1,2247,Male,1,Sales Executive,Divorced,38330,2,14,8,0,24,1,7,0,7,3,3,2,1,3,10.50859028,5-10 years,10-15 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2248,Male,3,Human Resources,Single,42440,9,13,8,0,8,3,3,0,2,3,3,4,2,3,6.73029454,2-5 years,10-15 % Salary Hike,2-5 years
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,2249,Male,1,Laboratory Technician,Married,65000,6,23,8,1,7,5,2,2,2,3,4,2,4,1,10.27663053,2-5 years,20-25 % Salary Hike,2-5 years
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2250,Female,1,Research Scientist,Married,184300,4,12,8,1,10,5,3,1,2,3,3,2,4,4,10.56585677,2-5 years,10-15 % Salary Hike,2-5 years
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,2251,Male,2,Research Scientist,Divorced,16010,4,12,8,0,15,3,2,2,2,3,3,3,1,3,7.085850767,2-5 years,10-15 % Salary Hike,2-5 years
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,2252,Male,2,Research Scientist,Married,26940,1,16,8,1,2,3,2,2,2,3,3,1,3,3,7.422883428,2-5 years,15-20 % Salary Hike,2-5 years
40,No,Non-Travel,Research & Development,25,4,Other,1,2253,Female,1,Sales Executive,Divorced,31490,2,15,8,1,16,1,9,4,8,2,3,4,2,3,7.98513947,5-10 years,10-15 % Salary Hike,5-10 years
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,2254,Female,1,Research Scientist,Single,176390,0,13,8,1,6,0,5,1,3,3,3,4,1,3,6.513891156,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,2255,Male,1,Laboratory Technician,Single,23190,3,18,8,0,7,4,5,0,3,2,3,3,3,3,6.589474507,2-5 years,15-20 % Salary Hike,2-5 years
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2256,Male,2,Manager,Single,116910,4,20,8,0,35,2,9,8,8,3,4,4,2,2,6.90184576,5-10 years,15-20 % Salary Hike,5-10 years
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2257,Male,3,Laboratory Technician,Married,53240,2,19,8,0,20,2,3,1,2,1,3,1,3,2,6.786344907,2-5 years,15-20 % Salary Hike,2-5 years
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2258,Male,3,Laboratory Technician,Divorced,167520,2,18,8,1,8,3,3,1,2,3,3,3,3,4,6.509148472,2-5 years,15-20 % Salary Hike,2-5 years
44,No,Travel_Rarely,Research & Development,5,1,Other,1,2259,Male,3,Research Scientist,Single,52280,1,13,8,0,6,2,5,1,3,4,3,4,2,2,6.917345546,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Frequently,Human Resources,10,3,Medical,1,2260,Female,2,Sales Executive,Married,27000,0,14,8,3,5,2,4,0,3,3,3,4,1,3,7.285915103,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460,3,15,8,1,15,5,13,3,12,3,3,4,1,3,6.873781436,10+ years,10-15 % Salary Hike,10+ years
30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,2262,Male,1,Laboratory Technician,Married,25060,8,22,8,0,4,3,2,2,2,3,4,4,3,2,6.1275962,2-5 years,20-25 % Salary Hike,2-5 years
42,No,Travel_Frequently,Research & Development,8,4,Medical,1,2263,Female,1,Sales Executive,Single,60620,1,22,8,2,12,2,12,5,8,3,4,1,4,3,7.286386584,10+ years,20-25 % Salary Hike,5-10 years
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,2264,Female,5,Manufacturing Director,Married,43820,7,16,8,2,11,2,1,0,0,3,3,1,3,2,7.600639124,0-1 years,15-20 % Salary Hike,Less than Year
30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2265,Male,1,Manufacturing Director,Divorced,21430,1,17,8,1,1,2,1,0,0,3,3,3,3,2,6.172838215,0-1 years,15-20 % Salary Hike,Less than Year
57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2266,Male,3,Research Scientist,Married,61620,0,14,8,0,13,5,12,2,8,2,3,2,3,2,7.604345067,10+ years,10-15 % Salary Hike,5-10 years
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2267,Female,2,Sales Executive,Divorced,50940,3,15,8,0,29,5,8,0,7,3,3,3,2,3,6.90729654,5-10 years,10-15 % Salary Hike,5-10 years
34,No,Travel_Frequently,Research & Development,2,4,Medical,1,2268,Female,2,Sales Representative,Divorced,68770,7,20,8,0,16,3,14,6,9,3,4,2,1,2,6.293506173,10+ years,15-20 % Salary Hike,5-10 years
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,2269,Male,1,Research Scientist,Married,22740,3,20,8,1,5,5,3,1,2,3,4,1,3,4,6.492943287,2-5 years,15-20 % Salary Hike,2-5 years
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,2270,Female,5,Research Scientist,Single,44340,5,17,8,3,7,1,5,0,0,3,3,1,2,1,7.808987142,2-5 years,15-20 % Salary Hike,Less than Year
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,2271,Male,1,Research Scientist,Single,62880,0,15,8,1,16,2,15,10,10,3,3,1,2,4,8.52708989,10+ years,10-15 % Salary Hike,5-10 years
35,No,Travel_Rarely,Sales,7,4,Other,1,2272,Female,4,Healthcare Representative,Married,25530,1,14,8,1,1,4,1,0,0,2,3,4,3,3,6.614800538,0-1 years,10-15 % Salary Hike,Less than Year
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,2273,Male,2,Research Scientist,Single,76540,2,17,8,1,4,3,0,0,0,2,3,2,1,2,8.507790456,Less than year,15-20 % Salary Hike,Less than Year
24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,2274,Female,2,Manager,Married,51600,1,17,8,1,1,3,1,0,0,1,3,4,2,3,7.406158173,0-1 years,15-20 % Salary Hike,Less than Year
44,No,Travel_Frequently,Research & Development,5,2,Medical,1,2275,Female,2,Research Scientist,Single,171590,5,22,8,1,16,1,2,2,2,2,4,2,3,2,10.29623101,2-5 years,20-25 % Salary Hike,2-5 years
29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,2276,Female,1,Sales Executive,Divorced,128080,1,13,8,0,10,6,10,0,4,3,3,3,3,3,6.980078861,5-10 years,10-15 % Salary Hike,2-5 years
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2277,Male,3,Sales Executive,Divorced,102210,0,19,8,1,6,2,5,1,3,3,3,3,3,4,6.101316739,2-5 years,15-20 % Salary Hike,2-5 years
55,No,Travel_Rarely,Sales,20,3,Marketing,1,2278,Male,2,Research Scientist,Married,47790,0,14,8,1,4,6,3,1,2,3,3,4,3,3,10.70099337,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2279,Male,2,Research Scientist,Married,37370,8,22,8,2,8,2,5,0,2,3,4,1,2,3,7.897586957,2-5 years,20-25 % Salary Hike,2-5 years
47,No,Travel_Rarely,Research & Development,8,4,Medical,1,2280,Female,2,Sales Representative,Married,23660,3,17,8,0,11,5,5,1,2,2,3,3,3,2,10.88412578,2-5 years,15-20 % Salary Hike,2-5 years
28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,2281,Male,2,Laboratory Technician,Single,17060,7,12,8,0,8,3,0,0,0,3,3,3,1,2,7.586788269,Less than year,10-15 % Salary Hike,Less than Year
28,No,Travel_Rarely,Sales,8,4,Marketing,1,2282,Male,1,Laboratory Technician,Divorced,163070,1,16,8,0,1,3,1,0,0,2,3,1,3,1,6.109356168,0-1 years,15-20 % Salary Hike,Less than Year
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2283,Female,2,Sales Executive,Single,59330,0,11,8,0,5,3,4,1,3,3,3,3,1,3,7.0358026,2-5 years,10-15 % Salary Hike,2-5 years
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,2284,Female,1,Research Scientist,Married,34240,4,11,8,0,10,3,3,1,2,3,3,3,1,3,6.407399758,2-5 years,10-15 % Salary Hike,2-5 years
29,No,Travel_Frequently,Research & Development,8,1,Medical,1,2285,Male,1,Research Scientist,Married,40370,0,14,8,0,4,2,3,0,2,1,3,4,2,3,7.117046337,2-5 years,10-15 % Salary Hike,2-5 years
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,2286,Male,2,Laboratory Technician,Married,25590,1,11,8,0,8,3,8,1,7,2,3,3,2,2,5.9865551,5-10 years,10-15 % Salary Hike,5-10 years
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2287,Female,1,Sales Executive,Single,62010,2,15,8,3,14,2,0,0,0,2,3,4,3,3,8.492564279,Less than year,10-15 % Salary Hike,Less than Year
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2288,Female,3,Laboratory Technician,Single,44030,2,20,8,0,10,3,5,0,0,2,4,3,4,4,7.435967391,2-5 years,15-20 % Salary Hike,Less than Year
54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,2289,Female,4,Research Scientist,Divorced,37610,3,12,8,0,26,3,14,1,12,2,3,2,4,3,6.97286715,10+ years,10-15 % Salary Hike,10+ years
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2290,Female,2,Research Scientist,Single,109340,6,17,8,2,11,2,9,0,7,3,3,1,1,1,6.550877069,5-10 years,15-20 % Salary Hike,5-10 years
44,No,Travel_Rarely,Sales,26,1,Marketing,1,2291,Male,1,Sales Representative,Married,107610,3,11,8,1,24,5,20,14,17,2,3,4,1,4,7.896398072,10+ years,10-15 % Salary Hike,10+ years
39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2292,Female,2,Laboratory Technician,Single,51750,4,17,8,1,9,2,2,2,2,4,3,2,2,3,7.128395981,2-5 years,15-20 % Salary Hike,2-5 years
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260,8,11,8,0,23,1,13,5,1,2,3,3,2,4,7.025510974,10+ years,10-15 % Salary Hike,0-1 years
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2294,Male,2,Research Scientist,Single,63340,1,14,8,0,11,2,11,3,3,4,3,4,2,1,6.211119179,10+ years,10-15 % Salary Hike,2-5 years
23,No,Travel_Rarely,Research & Development,2,4,Medical,1,2295,Female,2,Manager,Single,49360,0,19,8,1,5,2,4,1,2,2,3,1,3,3,7.679793981,2-5 years,15-20 % Salary Hike,2-5 years
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2296,Male,2,Research Director,Single,47750,3,15,8,1,15,3,5,1,0,4,3,4,1,1,7.5913497,2-5 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,2297,Male,2,Manufacturing Director,Married,28180,1,13,8,1,10,2,10,8,6,3,3,4,3,3,10.29017174,5-10 years,10-15 % Salary Hike,5-10 years
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,2298,Female,2,Healthcare Representative,Single,25150,1,14,8,0,7,3,7,7,7,2,3,4,3,1,6.366089181,5-10 years,10-15 % Salary Hike,5-10 years
